Date mutation,valeur_fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Surface Carrez du 1er lot,Nombre pieces principales,Surface terrain
08/12/2022,1745753.0,513.0,RUE,0399,FAIDHERBE,59120.0,LOOS,59,360,,3.0,1165.0
08/12/2022,1745753.0,513.0,RUE,0399,FAIDHERBE,59120.0,LOOS,59,360,,3.0,1165.0
08/12/2022,1745753.0,513.0,RUE,0399,FAIDHERBE,59120.0,LOOS,59,360,,2.0,1165.0
08/12/2022,1745753.0,513.0,RUE,0399,FAIDHERBE,59120.0,LOOS,59,360,,4.0,1165.0
13/12/2022,83095.0,95.0,RUE,0060,DE L AMIRAL COURBET,59170.0,CROIX,59,163,,2.0,
15/12/2022,236500.0,4.0,AV,0040,ALBERT 1ER,59110.0,LA MADELEINE,59,368,"73,65",3.0,
07/12/2022,81600.0,28.0,AV,0980,ROBERT SCHUMAN,59370.0,MONS-EN-BAROEUL,59,410,"48,62",2.0,
13/12/2022,141570.0,33.0,RUE,9589,SADI CARNOT,59160.0,LILLE,59,350,,3.0,
15/12/2022,72260.0,28.0,RUE,0550,LAVOISIER,59790.0,RONCHIN,59,507,,1.0,
15/12/2022,137610.0,30.0,AV,9677,DES SAULES,59160.0,LILLE,59,350,,3.0,
19/12/2022,81000.0,1.0,RUE,0858,DE NORMANDIE,59370.0,MONS-EN-BAROEUL,59,410,"53,73",2.0,
15/12/2022,156000.0,33.0,RUE,4829,JEAN BART,59000.0,LILLE,59,350,,1.0,
16/12/2022,215000.0,2.0,AV,0341,ARCHITECTE CORDONNIER,59800.0,LILLE,59,350,,4.0,
15/12/2022,140000.0,307.0,AV,1480,DE LATTRE DE TASSIGNY,59700.0,MARCQ EN BAROEUL,59,378,"70,43",3.0,
12/12/2022,220390.0,1.0,RUE,0795,DU JARDIN DE L ARC,59110.0,LA MADELEINE,59,368,,4.0,
05/12/2022,170000.0,43.0,RUE,5283,DE LA MADELEINE,59800.0,LILLE,59,350,,2.0,
14/12/2022,220000.0,45.0,RUE,5279,DE LA LOUVIERE,59800.0,LILLE,59,350,,3.0,
08/12/2022,235000.0,166.0,RUE,5863,DE LA MARBRERIE,59800.0,LILLE,59,350,,4.0,
19/12/2022,125000.0,186.0,RUE,7099,DES POSTES,59000.0,LILLE,59,350,"27,46",1.0,
14/12/2022,105000.0,84.0,RUE,5123,JULES VALLES,59800.0,LILLE,59,350,,2.0,
12/12/2022,26500.0,51.0,RES,A053,ALEXIA III,59450.0,SIN LE NOBLE,59,569,,2.0,
01/12/2022,207000.0,28.0,RUE,0250,GASTON LEROY,59310.0,ORCHIES,59,449,,3.0,
12/12/2022,175000.0,27.0,RUE,5675,DE WAILLY,59200.0,TOURCOING,59,599,"69,00",3.0,
08/12/2022,204000.0,13.0,RUE,0018,ABBAYE DU MONT ST MICHEL,59520.0,MARQUETTE-LEZ-LILLE,59,386,,4.0,
09/12/2022,76000.0,43.0,RUE,3530,MA CAMPAGNE,59200.0,TOURCOING,59,599,"33,65",2.0,
30/11/2022,370000.0,130.0,RUE,5230,DE LA BASSEE,59000.0,LILLE,59,350,"97,00",2.0,
30/11/2022,370000.0,130.0,RUE,5230,DE LA BASSEE,59000.0,LILLE,59,350,"97,00",1.0,
30/11/2022,370000.0,130.0,RUE,5230,DE LA BASSEE,59000.0,LILLE,59,350,"97,00",1.0,
30/11/2022,370000.0,130.0,RUE,5230,DE LA BASSEE,59000.0,LILLE,59,350,"97,00",1.0,
21/12/2022,210300.0,166.0,RUE,5863,DE LA MARBRERIE,59800.0,LILLE,59,350,"83,59",4.0,
19/12/2022,122000.0,172.0,RUE,6350,NATIONALE,59800.0,LILLE,59,350,"20,30",1.0,
08/12/2022,115720.0,1.0,RUE,0858,DE NORMANDIE,59370.0,MONS-EN-BAROEUL,59,410,,2.0,
09/12/2022,120000.0,150.0,BD,2650,LOUIS BREGUET,59500.0,DOUAI,59,178,"81,54",4.0,
12/12/2022,475000.0,34.0,RUE,5031,DE JEMMAPES,59800.0,LILLE,59,350,,1.0,55.0
12/12/2022,475000.0,34.0,RUE,5031,DE JEMMAPES,59800.0,LILLE,59,350,,1.0,55.0
12/12/2022,475000.0,34.0,RUE,5031,DE JEMMAPES,59800.0,LILLE,59,350,,1.0,55.0
12/12/2022,475000.0,34.0,RUE,5031,DE JEMMAPES,59800.0,LILLE,59,350,,1.0,55.0
12/12/2022,475000.0,34.0,RUE,5031,DE JEMMAPES,59800.0,LILLE,59,350,,1.0,55.0
12/12/2022,475000.0,34.0,RUE,5031,DE JEMMAPES,59800.0,LILLE,59,350,,1.0,55.0
12/12/2022,475000.0,34.0,RUE,5031,DE JEMMAPES,59800.0,LILLE,59,350,,1.0,55.0
12/12/2022,475000.0,34.0,RUE,5031,DE JEMMAPES,59800.0,LILLE,59,350,,1.0,55.0
12/12/2022,245000.0,34.0,RUE,0160,HENRI BOUCHERY,59840.0,PERENCHIES,59,457,,1.0,86.0
12/12/2022,245000.0,34.0,RUE,0160,HENRI BOUCHERY,59840.0,PERENCHIES,59,457,,1.0,86.0
22/11/2022,140000.0,306.0,RUE,8364,DE SOLFERINO,59000.0,LILLE,59,350,,1.0,
16/12/2022,174600.0,30.0,CHE,0400,DU CHATEAU D EAU,59700.0,MARCQ EN BAROEUL,59,378,"46,54",2.0,
07/12/2022,145000.0,80.0,RUE,1215,JOEL BRAEMS,59700.0,MARCQ EN BAROEUL,59,378,"39,18",1.0,
19/12/2022,50000.0,65.0,RUE,2020,DES FABRICANTS,59100.0,ROUBAIX,59,512,"91,00",4.0,
19/12/2022,295400.0,9.0,ALL,6261,DES MOULINS,59000.0,LILLE,59,350,,4.0,
09/12/2022,156300.0,53.0,RUE,0380,ARAGO,59200.0,TOURCOING,59,599,,3.0,81.0
09/12/2022,156300.0,53.0,RUE,0380,ARAGO,59200.0,TOURCOING,59,599,,4.0,81.0
16/12/2022,235000.0,20.0,RUE,0343,GEORGES POMPIDOU,59133.0,PHALEMPIN,59,462,,3.0,
16/12/2022,162000.0,70.0,RUE,0410,DU GENERAL LECLERC,59350.0,SAINT-ANDRE,59,527,"42,30",2.0,
25/11/2022,89000.0,83.0,RUE,4722,JACQUEMARS GIELEE,59800.0,LILLE,59,350,,1.0,
15/12/2022,1008000.0,12.0,RUE,1439,CHAMBRE DES COMPTES,59800.0,LILLE,59,350,"200,69",4.0,
15/12/2022,214000.0,50.0,RUE,9370,ALEXANDRE DESROUSSEAUX LOM,59160.0,LILLE,59,350,"51,32",3.0,
15/12/2022,156000.0,309.0,AV,1480,DE LATTRE DE TASSIGNY,59700.0,MARCQ EN BAROEUL,59,378,,4.0,
12/12/2022,180000.0,83.0,AV,0140,BERNADETTE,59110.0,LA MADELEINE,59,368,,2.0,
19/12/2022,108000.0,133.0,RUE,5981,MASSENA,59800.0,LILLE,59,350,"27,04",2.0,
13/12/2022,210000.0,290.0,BD,0930,GEORGES CLEMENCEAU,59700.0,MARCQ EN BAROEUL,59,378,"71,95",3.0,
19/12/2022,700000.0,93.0,RUE,1163,BRULE MAISON,59000.0,LILLE,59,350,,3.0,292.0
19/12/2022,700000.0,93.0,RUE,1163,BRULE MAISON,59000.0,LILLE,59,350,,2.0,292.0
19/12/2022,700000.0,93.0,RUE,1163,BRULE MAISON,59000.0,LILLE,59,350,,2.0,292.0
19/12/2022,700000.0,93.0,RUE,1163,BRULE MAISON,59000.0,LILLE,59,350,,2.0,292.0
14/12/2022,625620.0,48.0,RUE,9189,DE LA VIGNETTE,59800.0,LILLE,59,350,,3.0,
14/12/2022,625620.0,48.0,RUE,9189,DE LA VIGNETTE,59800.0,LILLE,59,350,,2.0,
09/12/2022,315000.0,105.0,RUE,0310,DU GENERAL DE GAULLE,59126.0,LINSELLES,59,352,,3.0,
16/12/2022,430000.0,27.0,RUE,9658,DE LA PLEIADE,59160.0,LILLE,59,350,,4.0,
13/12/2022,210000.0,65.0,RUE,5109,JULES GUESDE,59000.0,LILLE,59,350,,2.0,62.0
08/12/2022,171000.0,6.0,RUE,1145,DU PARC,59110.0,LA MADELEINE,59,368,"73,85",3.0,
12/12/2022,282000.0,114.0,AV,1490,DU MARECHAL FOCH,59700.0,MARCQ EN BAROEUL,59,378,,3.0,
13/12/2022,110000.0,10.0,RUE,5120,JOHN HADLEY,59650.0,VILLENEUVE-D'ASCQ,59,9,,1.0,
13/12/2022,110000.0,10.0,RUE,5120,JOHN HADLEY,59650.0,VILLENEUVE-D'ASCQ,59,9,,1.0,
09/12/2022,118000.0,30.0,RUE,0120,DELMER,59242.0,TEMPLEUVE EN PEVELE,59,586,"52,16",3.0,
07/12/2022,179325.1,215.0,BD,5603,DE LA LIBERTE,59800.0,LILLE,59,350,,2.0,
15/12/2022,130000.0,49.0,AV,3094,EMILE ZOLA,59800.0,LILLE,59,350,,1.0,
07/12/2022,266000.0,18.0,ALL,9679,DE LA HAYE DU TEMPLE,59160.0,LILLE,59,350,"69,35",3.0,
19/12/2022,162700.0,18.0,BD,0846,BIGO DANEL,59000.0,LILLE,59,350,"24,80",1.0,
19/12/2022,312000.0,7.0,BD,6210,MONTEBELLO,59000.0,LILLE,59,350,,4.0,
15/12/2022,192000.0,30.0,CHE,0400,DU CHATEAU D EAU,59700.0,MARCQ EN BAROEUL,59,378,,2.0,
09/12/2022,156000.0,7.0,RUE,0430,KLEBER,59420.0,MOUVAUX,59,421,,2.0,
19/12/2022,335000.0,114.0,RUE,0100,AUGUSTE BONTE,59130.0,LAMBERSART,59,328,"102,44",5.0,
15/12/2022,206500.0,26.0,RUE,1018,NICOLAS COPERNIC,59130.0,LAMBERSART,59,328,,4.0,
14/12/2022,160000.0,112.0,RUE,0591,DE LA BARRE,59800.0,LILLE,59,350,,2.0,
20/12/2022,169500.0,73.0,RUE,5832,MALSENCE,59800.0,LILLE,59,350,,1.0,45.0
20/12/2022,169500.0,73.0,RUE,5832,MALSENCE,59800.0,LILLE,59,350,,1.0,45.0
20/12/2022,169500.0,73.0,RUE,5832,MALSENCE,59800.0,LILLE,59,350,,1.0,45.0
08/12/2022,800000.0,91.0,RUE,3749,GANTOIS,59000.0,LILLE,59,350,,3.0,196.0
08/12/2022,800000.0,91.0,RUE,3749,GANTOIS,59000.0,LILLE,59,350,,3.0,196.0
08/12/2022,800000.0,91.0,RUE,3749,GANTOIS,59000.0,LILLE,59,350,,1.0,196.0
08/12/2022,800000.0,91.0,RUE,3749,GANTOIS,59000.0,LILLE,59,350,,1.0,196.0
15/12/2022,169650.0,8.0,RUE,5835,MALUS,59000.0,LILLE,59,350,"40,28",2.0,
16/12/2022,217000.0,110.0,RUE,0310,DU GENERAL LECLERC,59118.0,WAMBRECHIES,59,636,,3.0,
21/12/2022,240000.0,105.0,BD,6210,MONTEBELLO,59000.0,LILLE,59,350,"68,30",3.0,
15/12/2022,238000.0,6.0,AV,6252,DE MORMAL,59800.0,LILLE,59,350,,3.0,
21/12/2022,104900.0,243.0,RUE,3130,D OCRE,59500.0,DOUAI,59,178,"71,01",3.0,
16/12/2022,270000.0,40.0,AV,0970,LOUISE,59110.0,LA MADELEINE,59,368,"62,43",3.0,
24/11/2022,1.0,125.0,RUE,4801,DE ROCROI,59100.0,ROUBAIX,59,512,,5.0,1001.0
24/11/2022,1.0,125.0,RUE,4801,DE ROCROI,59100.0,ROUBAIX,59,512,,3.0,1001.0
14/12/2022,93000.0,50.0,CHE,3900,DES CRIEURS,59650.0,VILLENEUVE-D'ASCQ,59,9,"48,00",2.0,
12/12/2022,26350.0,51.0,RES,A053,ALEXIA III,59450.0,SIN LE NOBLE,59,569,"51,61",2.0,
16/12/2022,105000.0,7.0,RUE,0040,ARTHUR BACRO,59390.0,LYS LEZ LANNOY,59,367,"59,92",3.0,
25/11/2022,172000.0,24.0,PL,2788,JEAN BAPTISTE CLEMENT,59100.0,ROUBAIX,59,512,,2.0,53.0
25/11/2022,172000.0,24.0,PL,2788,JEAN BAPTISTE CLEMENT,59100.0,ROUBAIX,59,512,,2.0,53.0
25/11/2022,172000.0,24.0,PL,2788,JEAN BAPTISTE CLEMENT,59100.0,ROUBAIX,59,512,,1.0,53.0
25/11/2022,172000.0,24.0,PL,2788,JEAN BAPTISTE CLEMENT,59100.0,ROUBAIX,59,512,,2.0,53.0
15/12/2022,132000.0,47.0,CHE,3150,DES CHAUMIERES,59650.0,VILLENEUVE-D'ASCQ,59,9,,4.0,
15/12/2022,165000.0,97.0,RUE,9329,DE WAZEMMES,59000.0,LILLE,59,350,"67,29",3.0,
15/12/2022,165000.0,3.0,AV,0587,FRANCOIS MITTERRAND,59290.0,WASQUEHAL,59,646,"44,65",2.0,
07/12/2022,128500.0,403.0,RUE,0175,DES ECOLES,59552.0,COURCHELETTES,59,156,"64,24",3.0,
16/12/2022,320000.0,105.0,RUE,0310,DU GENERAL DE GAULLE,59126.0,LINSELLES,59,352,"73,50",3.0,
14/12/2022,296000.0,227.0,RUE,6350,NATIONALE,59800.0,LILLE,59,350,,3.0,
16/12/2022,129370.0,44.0,RUE,5010,SAINT JEAN,59100.0,ROUBAIX,59,512,,3.0,
19/12/2022,86000.0,92.0,RUE,4931,JEAN JAURES,59000.0,LILLE,59,350,,2.0,
20/12/2022,136500.0,12.0,RUE,0815,LAZARE PONTICELLI,59155.0,FACHES-THUMESNIL,59,220,,2.0,
14/12/2022,129000.0,184.0,RUE,2635,LOUIS BLERIOT,59500.0,DOUAI,59,178,"84,19",4.0,
14/12/2022,278800.0,59.0,RUE,0090,DE BURGAULT,59113.0,SECLIN,59,560,"115,39",4.0,
08/12/2022,53000.0,189.0,RUE,3980,SERVAL,59500.0,DOUAI,59,178,,2.0,
09/12/2022,190000.0,64.0,AV,2860,JEAN JAURES,59100.0,ROUBAIX,59,512,"70,00",3.0,
06/12/2022,234500.0,46.0,RUE,0870,SAINTE HELENE,59350.0,SAINT-ANDRE,59,527,,3.0,
02/12/2022,208500.0,26.0,RUE,0530,NOUVELLE,59520.0,MARQUETTE-LEZ-LILLE,59,386,,3.0,
28/11/2022,254000.0,25.0,RUE,6689,PAUL RAMADIER,59800.0,LILLE,59,350,,3.0,
13/12/2022,190000.0,78.0,RUE,0400,DU BEGUINAGE,59500.0,DOUAI,59,178,,2.0,375.0
13/12/2022,190000.0,78.0,RUE,0400,DU BEGUINAGE,59500.0,DOUAI,59,178,,3.0,375.0
13/12/2022,190000.0,78.0,RUE,0400,DU BEGUINAGE,59500.0,DOUAI,59,178,,2.0,375.0
13/12/2022,190000.0,78.0,RUE,0400,DU BEGUINAGE,59500.0,DOUAI,59,178,,2.0,375.0
13/12/2022,190000.0,78.0,RUE,0400,DU BEGUINAGE,59500.0,DOUAI,59,178,,2.0,375.0
13/12/2022,190000.0,78.0,RUE,0400,DU BEGUINAGE,59500.0,DOUAI,59,178,,3.0,375.0
25/11/2022,140000.0,47.0,RUE,1625,NATIONALE,59700.0,MARCQ EN BAROEUL,59,378,"61,35",3.0,
14/12/2022,34000.0,73.0,RUE,3100,NOTRE DAME DES WETZ,59500.0,DOUAI,59,178,,1.0,
20/12/2022,193000.0,559.0,RUE,0399,FAIDHERBE,59120.0,LOOS,59,360,,2.0,66.0
20/12/2022,193000.0,559.0,RUE,0399,FAIDHERBE,59120.0,LOOS,59,360,,3.0,66.0
28/10/2022,108000.0,107.0,PL,3667,ROBERT SCHUMAN,59500.0,DOUAI,59,178,"63,81",3.0,
16/12/2022,78800.0,20.0,RUE,7674,DU SABOT,59800.0,LILLE,59,350,"18,24",1.0,
20/12/2022,63000.0,28.0,RUE,1630,NATIONALE AVE MITTERRAND,59280.0,ARMENTIERES,59,17,"46,27",2.0,
30/11/2022,212500.0,34.0,RUE,0760,VICTOR HUGO,59221.0,BAUVIN,59,52,,3.0,502.0
30/11/2022,212500.0,34.0,RUE,0760,VICTOR HUGO,59221.0,BAUVIN,59,52,,3.0,502.0
09/12/2022,91800.0,27.0,RUE,0097,GAGARINE,59139.0,WATTIGNIES,59,648,"34,68",1.0,
07/12/2022,190900.0,35.0,ALL,0193,DE LA BOISIERE,59130.0,LAMBERSART,59,328,"47,57",2.0,
19/12/2022,303700.0,370.0,RUE,0080,CHARLES BEHAGUE,59553.0,CUINCY,59,165,,3.0,216.0
19/12/2022,303700.0,370.0,RUE,0080,CHARLES BEHAGUE,59553.0,CUINCY,59,165,,3.0,216.0
19/12/2022,303700.0,370.0,RUE,0080,CHARLES BEHAGUE,59553.0,CUINCY,59,165,,2.0,216.0
19/12/2022,303700.0,370.0,RUE,0080,CHARLES BEHAGUE,59553.0,CUINCY,59,165,,3.0,216.0
19/12/2022,303700.0,370.0,RUE,0080,CHARLES BEHAGUE,59553.0,CUINCY,59,165,,3.0,216.0
23/12/2022,75000.0,31.0,RUE,1200,CH VAN DE VEEGAETE,59200.0,TOURCOING,59,599,,4.0,
13/12/2022,123000.0,13.0,RUE,4948,JEAN PROUVE,59000.0,LILLE,59,350,"27,09",1.0,
09/12/2022,84400.0,171.0,RUE,3530,MA CAMPAGNE,59200.0,TOURCOING,59,599,"42,37",1.0,
14/12/2022,103700.0,9001.0,,0515,PAV GERMINAL RUE LECLERC,59120.0,LOOS,59,360,"54,02",3.0,
14/12/2022,80000.0,150.0,BD,2650,LOUIS BREGUET,59500.0,DOUAI,59,178,"35,83",1.0,
19/12/2022,425000.0,5.0,AV,1540,SIMONE,59110.0,LA MADELEINE,59,368,"85,92",4.0,
21/12/2022,136000.0,128.0,RUE,3193,D ESQUERMES,59000.0,LILLE,59,350,"26,42",1.0,
16/12/2022,263900.0,173.0,AV,2874,DE DUNKERQUE,59000.0,LILLE,59,350,,4.0,
30/11/2022,106250.0,6.0,RUE,0220,CARNOT,59110.0,LA MADELEINE,59,368,,1.0,
07/12/2022,320000.0,125.0,RUE,6895,PIERRE MAUROY,59800.0,LILLE,59,350,,1.0,
07/12/2022,320000.0,125.0,RUE,6895,PIERRE MAUROY,59800.0,LILLE,59,350,,1.0,
07/12/2022,320000.0,125.0,RUE,6895,PIERRE MAUROY,59800.0,LILLE,59,350,,2.0,
15/12/2022,195000.0,45.0,RUE,5279,DE LA LOUVIERE,59800.0,LILLE,59,350,"47,51",2.0,
16/12/2022,92600.0,39.0,RUE,1150,ROGER SALENGRO,59120.0,LOOS,59,360,,2.0,
01/12/2022,212000.0,142.0,AV,1440,SAINT MAUR,59110.0,LA MADELEINE,59,368,,2.0,
01/12/2022,197000.0,8.0,QUAI,1662,DES CHEVILLARDS,59800.0,LILLE,59,350,,2.0,
21/12/2022,105000.0,21.0,RUE,1750,DUGUAY TROUIN,59200.0,TOURCOING,59,599,"67,41",2.0,
21/12/2022,238100.0,144.0,RUE,0040,ANATOLE FRANCE,59790.0,RONCHIN,59,507,"92,20",4.0,
16/12/2022,111000.0,79.0,BD,8479,DE STRASBOURG,59000.0,LILLE,59,350,"41,23",2.0,
21/12/2022,204680.0,9001.0,RES,A681,ARMENONVILLE BRD DE GAULLE,59100.0,ROUBAIX,59,512,,5.0,
21/12/2022,215000.0,430.0,RUE,5513,LEON GAMBETTA,59000.0,LILLE,59,350,,2.0,
15/12/2022,206300.0,28.0,RUE,0815,JEAN MERMOZ,59110.0,LA MADELEINE,59,368,,4.0,
12/12/2022,205000.0,121.0,RUE,6673,PAUL LAFARGUE,59000.0,LILLE,59,350,,2.0,
21/12/2022,181500.0,4.0,RUE,4289,GUSTAVE TESTELIN,59000.0,LILLE,59,350,"52,42",2.0,
14/12/2022,223000.0,19.0,RUE,4686,INKERMANN,59000.0,LILLE,59,350,"43,30",2.0,
30/11/2022,252870.0,47.0,BD,5603,DE LA LIBERTE,59800.0,LILLE,59,350,,3.0,
16/12/2022,65000.0,149.0,BD,2660,D HALLUIN,59200.0,TOURCOING,59,599,"40,90",2.0,
16/12/2022,73000.0,9001.0,ALL,3670,MAURICE MERTENS,59100.0,ROUBAIX,59,512,"50,82",3.0,
29/11/2022,120000.0,46.0,RUE,1030,DE LA CROIX D OR,59500.0,DOUAI,59,178,,3.0,62.0
29/11/2022,120000.0,46.0,RUE,1030,DE LA CROIX D OR,59500.0,DOUAI,59,178,,3.0,62.0
22/12/2022,152000.0,33.0,RUE,7399,RATISBONNE,59800.0,LILLE,59,350,,2.0,
22/12/2022,205000.0,1.0,RUE,0630,FRANCOIS DE BADTS,59110.0,LA MADELEINE,59,368,,4.0,
22/12/2022,230000.0,42.0,RUE,0340,DU GEN DE GAULLE,59133.0,PHALEMPIN,59,462,,6.0,338.0
08/12/2022,207000.0,28.0,RUE,1194,DU BUISSON,59800.0,LILLE,59,350,,4.0,
19/12/2022,377500.0,28.0,RUE,0220,GAMBETTA,59260.0,LEZENNES,59,346,,1.0,68.0
19/12/2022,377500.0,28.0,RUE,0220,GAMBETTA,59260.0,LEZENNES,59,346,,1.0,68.0
19/12/2022,377500.0,28.0,RUE,0220,GAMBETTA,59260.0,LEZENNES,59,346,,1.0,68.0
14/12/2022,132000.0,35.0,RUE,0160,PRINCIPALE,59510.0,FOREST-SUR-MARQUE,59,247,"45,80",2.0,
21/12/2022,117500.0,11.0,PL,1140,JULES GUESDE,59280.0,ARMENTIERES,59,17,"91,70",4.0,
26/12/2022,164000.0,6.0,ALL,4237,DE L OISEAU LYRE,59200.0,TOURCOING,59,599,,3.0,
19/12/2022,185150.0,11.0,RUE,4483,HENRI REGNAULT,59000.0,LILLE,59,350,,4.0,
19/12/2022,282000.0,17.0,PL,5905,DU MARECHAL LECLERC,59800.0,LILLE,59,350,"80,15",3.0,
16/12/2022,88000.0,4.0,RUE,4274,GUSTAVE DELORY,59800.0,LILLE,59,350,,1.0,
21/12/2022,93000.0,17.0,RUE,2347,DELPHIN PETIT,59800.0,LILLE,59,350,,1.0,
19/12/2022,243200.0,147.0,RUE,0391,D ARTOIS,59000.0,LILLE,59,350,"67,21",3.0,
16/12/2022,259452.0,105.0,QUAI,1662,DES CHEVILLARDS,59800.0,LILLE,59,350,,2.0,
15/12/2022,430000.0,48.0,RUE,9189,DE LA VIGNETTE,59800.0,LILLE,59,350,"86,86",3.0,
22/12/2022,107500.0,6.0,AV,0205,DU CHANCELIER ADENAUER,59370.0,MONS-EN-BAROEUL,59,410,"53,81",2.0,
22/12/2022,68000.0,51.0,AV,0650,DU MARECHAL DE LATTRE,59350.0,SAINT-ANDRE,59,527,,1.0,
23/12/2022,23000.0,13.0,RES,A010,FLANDRE,59170.0,CROIX,59,163,"12,76",1.0,
19/12/2022,153300.0,41.0,RUE,1340,DU PROFESSEUR LANGEVIN,59170.0,CROIX,59,163,"73,86",3.0,
20/12/2022,197000.0,172.0,RUE,7739,SAINT DRUON,59800.0,LILLE,59,350,,3.0,
14/12/2022,187400.0,3.0,RUE,7430,DES VETERANS,59650.0,VILLENEUVE-D'ASCQ,59,9,,3.0,
19/12/2022,357000.0,19.0,RUE,0591,DE LA BARRE,59800.0,LILLE,59,350,"81,98",3.0,
16/12/2022,176130.0,91.0,RUE,0560,DU PONT LEVIS,59118.0,WAMBRECHIES,59,636,,2.0,
19/12/2022,195000.0,13.0,RUE,8119,SAINTE CATHERINE,59800.0,LILLE,59,350,"45,29",2.0,
16/12/2022,84000.0,74.0,RUE,0350,EDMOND SIMON,59490.0,SOMAIN,59,574,,3.0,
29/11/2022,304500.0,82.0,RUE,0219,ALPHONSE MERCIER,59800.0,LILLE,59,350,,4.0,
22/12/2022,192000.0,5.0,RUE,9239,VOLTA,59000.0,LILLE,59,350,"46,60",3.0,
19/12/2022,81000.0,44.0,RUE,1070,DE LA RESISTANCE,59155.0,FACHES-THUMESNIL,59,220,"32,82",1.0,
22/12/2022,273000.0,1.0,RUE,5283,DE LA MADELEINE,59800.0,LILLE,59,350,,5.0,
22/12/2022,93000.0,14.0,RUE,5852,MARACCI,59800.0,LILLE,59,350,"17,98",1.0,
22/12/2022,112450.0,49.0,RUE,5279,DE LA LOUVIERE,59800.0,LILLE,59,350,"28,51",1.0,
20/12/2022,165800.0,1.0,PL,5070,JEAN MOULIN,59650.0,VILLENEUVE-D'ASCQ,59,9,,4.0,
27/12/2022,250000.0,11.0,RUE,0380,JEAN BAPTISTE LEBAS,59133.0,PHALEMPIN,59,462,,4.0,
19/12/2022,115747.8,65.0,RUE,0120,CASTELNAU,59126.0,LINSELLES,59,352,,2.0,
19/12/2022,115747.8,65.0,RUE,0120,CASTELNAU,59126.0,LINSELLES,59,352,,2.0,
16/12/2022,197000.0,13.0,RUE,0773,DE BERGUES,59000.0,LILLE,59,350,,3.0,
21/12/2022,90400.0,101.0,RUE,5470,MARCEL BOUDERIEZ,59493.0,VILLENEUVE-D'ASCQ,59,9,"66,94",4.0,
16/12/2022,195000.0,7.0,RUE,3298,FARADAY,59800.0,LILLE,59,350,"59,81",3.0,
20/12/2022,66500.0,13.0,RUE,5902,MAL DE LATTRE DE TASSIGNY,59800.0,LILLE,59,350,"17,88",1.0,
29/11/2022,249000.0,18.0,AV,7139,DU PRESIDENT HOOVER,59800.0,LILLE,59,350,,5.0,
29/11/2022,127366.1,200.0,RUE,0890,ROGER SALENGRO,59790.0,RONCHIN,59,507,,2.0,
20/12/2022,199100.0,18.0,RUE,3810,MOLIERE,59100.0,ROUBAIX,59,512,"130,14",4.0,
14/12/2022,142000.0,9001.0,CTRE,A006,DU GEN DE GAULLE,59200.0,TOURCOING,59,599,,6.0,
16/12/2022,189110.0,51.0,RUE,2560,DE GUISNES,59200.0,TOURCOING,59,599,,2.0,89.0
16/12/2022,189110.0,51.0,RUE,2560,DE GUISNES,59200.0,TOURCOING,59,599,,2.0,89.0
13/12/2022,359000.0,102.0,RUE,1600,VICTOR HUGO,59170.0,CROIX,59,163,,4.0,
20/12/2022,845400.0,39.0,AV,3094,EMILE ZOLA,59800.0,LILLE,59,350,,4.0,
10/12/2022,207600.0,74.0,RUE,3116,LA ROCHEFOUCAULD,59100.0,ROUBAIX,59,512,,1.0,117.0
10/12/2022,207600.0,74.0,RUE,3116,LA ROCHEFOUCAULD,59100.0,ROUBAIX,59,512,,2.0,117.0
10/12/2022,207600.0,74.0,RUE,3116,LA ROCHEFOUCAULD,59100.0,ROUBAIX,59,512,,2.0,117.0
15/12/2022,312000.0,48.0,RUE,9189,DE LA VIGNETTE,59800.0,LILLE,59,350,,2.0,
19/12/2022,310500.0,112.0,RUE,4232,DU GUET,59800.0,LILLE,59,350,,3.0,
16/12/2022,467000.0,4.0,RUE,0152,ALEXANDRE DESROUSSEAUX,59800.0,LILLE,59,350,,7.0,
12/12/2022,250200.0,1.0,RUE,0780,JEAN MACE,59290.0,WASQUEHAL,59,646,"74,90",3.0,
05/12/2022,113000.0,22.0,RUE,0310,DES ANGES,59200.0,TOURCOING,59,599,"64,97",3.0,
22/12/2022,122000.0,10.0,RUE,5830,DE LA PAIX,59491.0,VILLENEUVE-D'ASCQ,59,9,"54,96",3.0,
27/12/2022,24000.0,51.0,RES,A053,ALEXIA III,59450.0,SIN LE NOBLE,59,569,,2.0,
22/12/2022,55000.0,81.0,RUE,4243,GUILLAUME WERNIERS,59800.0,LILLE,59,350,,1.0,
15/12/2022,92000.0,171.0,RUE,3530,MA CAMPAGNE,59200.0,TOURCOING,59,599,,1.0,
26/12/2022,265000.0,84.0,RUE,1844,DE CONDE,59000.0,LILLE,59,350,,3.0,
28/12/2022,138550.0,51.0,RUE,0090,DU BAZINGHIEN,59120.0,LOOS,59,360,"39,42",2.0,
08/12/2022,156000.0,240.0,RUE,3312,DU FBG DES POSTES,59000.0,LILLE,59,350,,2.0,
19/12/2022,178000.0,62.0,RUE,0440,DU MARECHAL FOCH,59211.0,SANTES,59,553,,2.0,
22/12/2022,229750.0,98.0,RUE,0030,ANATOLE FRANCE,59155.0,FACHES-THUMESNIL,59,220,,2.0,225.0
